name,country,date,score
David Gilbert,"England",2023-09-26,1847.6513250206194
David Gilbert,"England",2023-09-28,1867.6191615837813
David Gilbert,"England",2023-09-28,1911.5292431714543
David Gilbert,"England",2023-10-03,1836.5697777952375
David Gilbert,"England",2023-10-22,1909.351616483864
David Gilbert,"England",2023-10-25,1891.28691253044
David Gilbert,"England",2023-10-26,1939.8976791631897
David Gilbert,"England",2023-10-26,1937.657446147452
David Gilbert,"England",2023-10-27,1955.89056217299
David Gilbert,"England",2023-10-31,1933.9278199280948
David Gilbert,"England",2023-11-05,1841.3219342104373
David Gilbert,"England",2023-11-21,1941.736835349594
David Gilbert,"England",2023-11-22,1833.4617188396799
David Gilbert,"England",2023-12-06,1835.9612836661904
David Gilbert,"England",2023-12-08,1814.747024639508
David Gilbert,"England",2023-12-13,1807.1274217069717
David Gilbert,"England",2023-12-14,1792.7897830635009
David Gilbert,"England",2023-12-22,1861.0191287451132
David Gilbert,"England",2024-01-16,1829.1474964446
David Gilbert,"England",2024-01-22,1837.7691332121735
David Gilbert,"England",2024-01-27,1865.9856151218848
David Gilbert,"England",2024-01-30,1810.5796189106613
David Gilbert,"England",2024-02-09,1776.9916070215697
David Gilbert,"England",2024-02-09,1739.3276062402279
David Gilbert,"England",2024-02-09,1785.2777521230657
David Gilbert,"England",2024-02-10,1777.3079087334036
David Gilbert,"England",2024-02-10,1804.5398735312317
David Gilbert,"England",2024-02-10,1867.015360271122
David Gilbert,"England",2024-02-13,1856.4558287611105
David Gilbert,"England",2024-02-14,1773.2965332233905
David Gilbert,"England",2024-04-15,1843.9832674762433
David Gilbert,"England",2024-04-17,1877.944867741562
David Gilbert,"England",2024-04-20,1942.784378190395
David Gilbert,"England",2024-04-26,2003.0339000326774
David Gilbert,"England",2024-05-01,2144.0980108278436
David Gilbert,"England",2024-05-04,2219.9261822784492
David Gilbert,"England",2024-06-27,2210.288874242565
David Gilbert,"England",2024-06-27,2141.1996748488255
David Gilbert,"England",2024-06-27,2080.459686936661
David Gilbert,"England",2024-06-28,2086.2744288238196
David Gilbert,"England",2024-06-28,2113.897399509629
David Gilbert,"England",2024-06-28,2080.108803779185
David Gilbert,"England",2024-07-03,2059.504784615152
David Gilbert,"England",2024-07-03,2024.3335414192043
David Gilbert,"England",2024-07-03,2010.0729522034806
David Gilbert,"England",2024-07-25,1998.5447926301283
David Gilbert,"England",2024-08-03,2044.5265841537707
David Gilbert,"England",2024-08-19,1991.669109528037
